"ID","Preferred Foot","Position","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Composure","Marking","StandingTackle","SlidingTackle"
204450,"Right","RCM","6'0","159lbs",48,61,56,70,55,64,43,45,68,68,75,76,73,69,42,81,91,85,77,66,78,74,65,67,72,72,76,76
192930,"Right","ST","5'10","168lbs",61,73,70,67,66,75,64,58,60,72,78,83,76,70,64,72,73,74,77,70,60,37,77,63,70,30,35,22
226211,"Right","RW","6'0","148lbs",70,70,61,71,66,82,68,55,67,77,80,82,69,71,60,67,66,69,69,60,42,32,70,70,64,36,17,23
179875,"Right","RS","6'1","179lbs",53,72,73,68,69,69,67,67,43,71,71,74,73,72,63,80,71,78,86,67,77,38,75,65,69,42,36,25
187043,"Left","LCM","6'0","172lbs",70,69,53,74,64,73,72,75,73,77,66,74,75,71,76,73,65,83,68,75,83,65,66,74,74,71,71,64
158372,"Right","CAM","5'11","168lbs",74,67,46,77,72,77,78,75,72,78,72,64,74,71,77,74,73,47,62,68,51,62,67,72,76,36,67,58
227236,"Right","RCM","6'0","172lbs",58,42,73,73,50,72,59,46,65,69,71,69,59,70,71,73,75,84,85,54,80,74,63,72,75,66,75,68
163492,"Left","LCB","6'2","174lbs",63,38,78,73,43,54,59,62,70,67,33,40,42,66,54,67,33,62,78,53,71,78,39,48,69,78,76,72
235173,"Right","CDM","6'3","170lbs",74,61,74,73,62,71,62,62,73,74,69,69,66,72,66,71,74,78,83,64,74,73,72,70,78,72,71,73
223142,"Right","LCB","6'0","176lbs",33,44,81,54,36,51,36,39,63,65,66,70,65,66,73,58,90,72,77,32,85,69,47,31,72,72,74,73
208295,"Left","CM","6'3","185lbs",53,49,73,79,47,67,59,43,79,73,62,64,65,77,65,64,69,74,71,55,81,78,51,73,79,76,75,72
211879,"Right","RDM","6'1","170lbs",63,64,56,77,66,77,69,55,70,78,66,63,72,73,59,75,61,86,64,65,59,61,70,75,62,46,59,58
239015,"Right","RM","5'9","150lbs",65,76,70,64,56,81,43,41,48,79,93,88,83,74,81,75,88,67,57,66,61,13,70,57,59,36,16,17
183975,"Right","RCB","6'0","190lbs",36,20,74,60,30,56,24,19,57,59,63,64,52,70,56,44,74,70,84,38,79,73,35,48,71,71,74,70
239272,"Left","GK","6'5","201lbs",14,10,14,31,8,12,14,15,29,20,35,34,31,73,29,21,53,39,70,9,36,13,12,58,60,17,12,13
190120,"Right","GK","6'2","185lbs",11,13,19,26,19,16,12,11,38,22,50,49,45,64,32,21,72,45,69,13,35,20,16,49,56,15,14,12
169386,"Right","ST","5'11","174lbs",56,80,75,68,66,71,66,60,48,73,64,65,67,68,70,75,83,54,71,68,48,20,77,60,76,25,20,16
177578,"Right","RCB","6'5","214lbs",44,34,81,60,22,30,32,38,49,54,32,31,29,68,28,47,34,51,88,32,85,73,37,46,68,74,77,74
210859,"Right","RB","5'8","159lbs",70,22,60,66,38,64,59,40,60,68,79,75,78,73,77,47,78,78,66,39,74,74,42,44,70,70,76,74
170923,"Right","RB","5'9","172lbs",71,61,66,69,39,62,50,49,70,73,75,77,78,73,86,56,50,82,67,50,76,74,65,69,74,68,74,74
178091,"Right","ST","6'1","198lbs",50,70,77,70,66,69,58,48,29,77,56,71,54,70,45,81,74,65,93,67,73,21,70,62,71,29,25,20
189099,"Right","ST","6'2","170lbs",49,74,72,67,64,77,56,56,43,70,79,84,78,67,68,74,71,76,77,64,64,26,76,58,71,17,26,19
218540,"Left","LWB","5'9","150lbs",69,54,42,67,45,74,69,64,64,72,86,86,88,76,76,68,70,85,59,62,69,65,68,68,70,68,72,70
162220,"Right","GK","6'1","183lbs",15,12,39,33,13,17,19,11,41,21,48,38,52,69,43,21,65,26,72,11,35,11,17,53,65,13,14,13
202157,"Left","LB","5'7","139lbs",74,65,54,74,57,74,72,55,71,72,84,83,84,66,86,72,73,82,52,62,79,66,63,50,65,70,73,74
162221,"Right","LDM","6'2","165lbs",59,67,69,68,63,68,66,63,66,73,50,64,57,78,51,71,58,91,77,68,78,76,73,70,80,84,67,61
184749,"Right","CM","6'0","174lbs",68,66,65,78,64,69,57,57,72,73,59,54,62,70,70,71,68,73,65,73,73,73,75,73,77,69,69,68
211119,"Left","RM","5'8","139lbs",71,62,60,69,64,75,80,73,62,75,85,82,83,71,74,74,72,77,55,69,63,49,73,70,70,59,59,54
227503,"Right","LM","6'0","165lbs",69,74,61,74,63,75,69,41,54,75,81,85,76,75,73,77,67,72,73,63,68,58,74,68,66,55,55,43
170159,"Left","LCB","6'2","183lbs",74,56,72,72,68,54,69,68,68,56,70,53,66,74,64,73,73,83,77,61,69,75,58,58,70,78,74,73
204464,"Left","RCM","5'10","154lbs",72,67,37,75,61,71,71,70,74,73,66,61,71,74,68,72,49,77,58,69,74,72,65,73,67,68,73,69
230320,"Right","GK","6'2","187lbs",9,9,9,16,9,8,8,19,15,21,41,42,32,68,45,21,61,31,81,8,41,25,21,72,62,11,8,9
231600,"Right","RB","6'2","174lbs",76,53,75,74,32,60,62,51,65,74,70,68,63,69,63,71,41,69,69,57,59,73,63,60,60,73,75,73
176048,"Right","ST","6'2","165lbs",64,73,80,66,68,70,60,42,51,69,74,75,74,73,69,75,92,78,78,64,75,30,75,61,71,52,13,18
209329,"Left","LCB","6'2","181lbs",40,53,73,67,20,56,21,29,63,63,63,65,41,65,48,75,69,63,79,40,83,69,48,43,68,74,76,73
230065,"Right","RCM","6'0","165lbs",60,56,68,76,50,75,42,45,70,77,67,72,68,73,67,73,68,76,76,68,80,73,66,71,70,68,70,66
223154,"Right","CDM","5'10","174lbs",62,55,62,73,55,72,67,65,72,73,72,69,76,70,69,78,68,79,76,73,79,74,74,67,76,70,75,71
234930,"Left","LB","5'7","163lbs",75,45,64,75,49,75,67,68,72,75,74,74,68,69,81,78,81,74,70,69,67,70,63,49,70,70,75,74
201139,"Left","LB","6'1","172lbs",76,48,60,70,50,70,62,55,66,74,68,68,69,70,71,68,69,73,75,60,72,76,66,58,68,76,76,74
183475,"Right","GK","6'1","181lbs",11,12,13,26,13,14,12,12,29,26,43,40,49,69,43,17,59,23,58,12,35,16,10,62,68,20,14,13
222900,"Right","GK","6'3","194lbs",21,12,14,45,16,19,24,13,40,24,45,50,44,72,49,46,75,38,77,19,36,24,13,53,59,12,15,19
230324,"Right","GK","6'4","194lbs",18,12,20,24,18,8,31,22,20,16,17,18,44,67,22,30,41,15,60,13,36,12,5,37,58,20,9,10
208054,"Right","ST","5'9","163lbs",64,75,69,62,69,81,56,47,55,73,87,75,78,61,70,79,68,82,66,74,53,51,75,72,72,44,18,17
205495,"Right","ST","6'1","174lbs",51,73,72,70,67,75,55,28,53,71,76,79,69,71,65,68,74,68,81,69,61,14,73,73,71,30,40,35
216247,"Right","CB","6'3","176lbs",70,56,76,70,54,66,70,37,72,71,68,69,65,75,65,67,72,75,77,59,77,73,68,70,66,70,74,72
165560,"Right","RS","5'10","165lbs",60,74,75,66,67,68,64,56,58,73,77,75,71,75,71,73,85,69,75,66,65,46,77,68,73,36,40,27
186296,"Right","CB","6'2","179lbs",50,39,73,73,47,62,53,50,69,73,46,39,56,73,51,70,65,77,74,63,66,73,53,69,66,74,79,76
166074,"Right","LM","6'3","183lbs",73,73,57,71,69,76,67,73,69,75,76,88,71,70,59,88,67,74,89,70,72,33,68,66,67,62,28,20
198331,"Right","CAM","5'9","157lbs",64,78,59,69,70,70,69,64,60,74,86,83,80,73,72,72,76,69,60,71,53,31,77,70,72,37,28,34
153275,"Right","GK","5'11","165lbs",12,11,13,25,11,13,13,12,29,25,50,41,44,70,45,16,64,24,68,13,45,22,11,27,61,18,14,15
168379,"Right","CAM","5'10","161lbs",80,65,59,79,58,72,79,78,76,76,69,68,71,72,72,71,62,72,68,69,59,55,69,72,73,37,44,37
215228,"Right","CB","6'3","198lbs",36,43,90,60,37,32,61,62,66,40,33,34,32,63,30,76,53,61,91,24,85,72,57,54,55,77,73,67
186556,"Right","CAM","5'9","165lbs",65,67,65,72,69,75,66,46,61,80,81,77,75,73,67,68,55,66,65,73,68,45,72,71,72,49,46,42
214973,"Right","RM","5'7","143lbs",75,67,49,73,66,77,73,70,72,76,78,77,79,69,84,70,59,66,43,64,44,38,68,70,66,30,31,29
176062,"Right","CAM","6'1","170lbs",76,66,67,78,64,71,70,73,71,73,60,62,66,74,62,70,75,76,69,71,70,59,74,80,73,35,65,59
214463,"Right","LS","5'8","154lbs",56,77,66,62,60,69,69,67,57,74,79,81,90,75,77,76,77,72,69,66,50,50,73,66,76,37,37,33
243903,"Right","ST","6'2","198lbs",61,75,78,68,66,73,52,58,61,68,68,74,67,72,55,72,81,77,86,66,51,46,76,69,69,31,46,31
210112,"Left","CAM","5'8","161lbs",65,73,46,71,66,79,73,65,66,75,81,69,88,68,82,68,80,53,42,74,37,30,71,66,72,23,43,37
214209,"Right","RM","5'9","148lbs",59,76,66,65,74,74,65,59,49,74,79,80,80,70,79,77,63,76,74,74,45,26,72,68,72,56,21,19
204738,"Right","RM","5'9","152lbs",76,60,47,70,64,77,60,61,62,75,89,90,84,67,75,70,69,79,70,68,73,56,64,62,63,57,52,46
214979,"Right","GK","6'3","205lbs",20,18,15,31,15,16,16,12,24,20,46,42,32,59,39,18,51,35,70,14,27,18,19,48,67,12,14,16
230339,"Left","LB","6'0","181lbs",74,56,62,67,45,77,66,56,67,76,82,83,71,65,67,62,60,81,72,61,45,66,51,51,76,67,75,74
178628,"Right","ST","5'8","148lbs",64,74,59,73,71,78,70,65,60,78,83,76,92,72,88,75,84,75,65,74,73,42,72,74,71,50,53,31
191173,"Right","RDM","5'10","161lbs",67,60,71,80,65,70,55,54,71,73,65,68,73,76,72,74,80,90,62,65,76,74,71,69,76,69,61,54
159175,"Right","RDM","5'11","163lbs",60,42,71,71,57,64,35,45,66,71,55,60,67,72,70,69,76,76,76,67,85,78,55,70,77,68,78,75
162503,"Right","ST","6'2","176lbs",60,81,83,68,64,63,62,31,43,69,72,65,72,78,63,59,75,65,77,70,71,39,78,72,65,20,23,22
231111,"Left","CB","6'4","194lbs",55,27,76,74,26,59,39,31,75,65,68,75,49,72,48,44,67,69,83,29,67,73,32,53,69,71,75,73
176071,"Right","RDM","5'9","150lbs",59,46,64,76,56,68,66,54,66,70,64,49,72,73,77,68,58,88,67,53,78,72,60,66,66,73,72,73
186567,"Right","RCB","5'11","159lbs",55,39,75,59,33,37,46,48,61,62,62,60,67,66,69,35,83,69,76,37,80,70,17,50,66,76,76,73
202184,"Right","LW","5'2","134lbs",67,68,58,71,64,74,70,69,64,70,91,85,94,74,90,74,63,71,57,67,52,29,71,74,70,34,29,27
202697,"Right","CB","6'1","165lbs",47,36,75,72,34,64,55,58,53,70,57,60,63,73,58,55,63,66,72,42,68,75,47,44,65,70,77,74
217546,"Left","LB","6'0","174lbs",77,49,59,70,46,68,76,68,62,72,66,71,62,73,64,72,61,81,71,67,66,76,57,44,65,73,75,72
224202,"Left","CM","6'2","176lbs",61,67,76,76,56,73,62,55,73,75,64,70,64,69,53,75,70,83,75,71,71,68,67,71,66,68,68,69
190666,"Right","RCB","6'0","172lbs",47,36,68,63,54,52,45,30,58,61,64,67,66,75,65,50,83,63,72,34,69,77,45,47,66,73,76,74
192202,"Left","LM","5'10","165lbs",79,70,58,79,74,80,82,82,77,79,60,61,65,70,77,84,54,53,68,78,76,69,70,77,75,66,66,65
198347,"Right","ST","5'11","168lbs",67,75,70,72,72,75,70,50,65,76,77,78,77,68,64,76,69,72,68,73,60,28,73,65,70,19,29,29
201931,"Right","GK","6'4","198lbs",14,5,12,32,10,20,12,12,17,23,38,34,51,69,48,15,72,34,60,19,28,25,10,45,65,16,19,13
203979,"Right","RDM","5'11","172lbs",44,56,65,71,60,65,42,52,68,67,65,64,66,72,71,85,81,84,76,75,86,73,61,65,68,78,75,74
227275,"Right","GK","6'4","209lbs",16,12,18,29,15,19,17,21,24,21,44,45,36,76,37,24,61,31,71,20,22,25,17,31,48,22,19,16
217036,"Left","LB","5'10","150lbs",72,64,70,72,65,78,69,57,64,74,76,79,79,71,77,58,66,90,39,60,49,66,71,62,59,74,73,69
220620,"Right","RWB","6'0","161lbs",76,47,63,72,41,69,44,42,68,73,81,78,71,69,71,59,70,76,61,41,64,68,57,64,63,67,73,72
162508,"Right","CB","6'0","170lbs",42,49,72,73,64,42,43,42,69,62,51,50,51,73,66,59,62,74,74,49,69,82,56,62,71,78,71,74
187084,"Right","ST","6'1","174lbs",64,70,77,66,66,65,57,36,44,65,87,89,77,71,60,75,86,90,82,65,81,67,75,67,67,62,69,65
200653,"Right","CB","6'2","181lbs",41,39,79,62,36,42,50,11,50,60,34,38,47,69,37,67,47,71,87,21,80,71,31,51,66,73,75,73
203725,"Right","RM","5'8","134lbs",68,73,41,68,61,77,70,65,54,74,89,87,88,69,84,62,71,67,37,59,35,32,72,64,66,29,24,22
214477,"Right","LCB","5'11","163lbs",30,45,76,67,27,50,30,28,64,60,76,67,69,71,79,65,65,84,86,40,70,77,50,45,76,76,70,67
150477,"Left","GK","6'2","168lbs",11,11,16,36,13,14,11,15,23,13,28,34,53,73,45,23,70,38,67,13,45,26,16,59,60,20,13,16
239053,"Right","CM","6'0","172lbs",49,67,48,78,38,70,51,48,81,74,69,68,51,69,64,77,49,68,56,77,59,68,61,75,70,70,67,50
210384,"Left","LB","5'9","146lbs",72,47,55,67,49,75,65,47,60,72,85,90,81,73,80,66,73,80,64,53,75,72,70,55,68,70,72,70
212432,"Right","GK","6'2","165lbs",11,18,16,28,18,12,19,15,23,18,51,50,21,70,50,19,54,29,33,14,19,17,12,65,63,29,18,16
153296,"Right","CAM","6'1","181lbs",72,62,69,78,69,75,78,76,77,76,50,51,72,72,68,75,52,61,67,72,66,50,70,80,76,47,52,43
230354,"Right","RB","5'10","161lbs",68,36,75,76,54,75,65,49,67,69,69,76,80,68,58,56,77,76,58,55,82,73,58,56,67,75,74,77
187858,"Right","LM","5'11","174lbs",71,71,54,73,74,78,76,78,68,75,72,70,69,70,71,82,75,72,73,77,60,52,71,75,76,37,50,41
228819,"Right","LW","5'6","146lbs",72,70,39,71,59,78,56,53,69,78,90,80,85,63,87,70,67,86,48,64,42,28,67,73,74,43,40,35
151508,"Right","RCM","5'8","154lbs",72,58,53,79,64,74,73,69,75,75,60,51,72,77,75,63,74,63,57,63,74,67,66,75,83,60,66,67
223188,"Right","RB","5'7","157lbs",76,47,64,72,50,72,74,39,65,72,79,82,82,69,72,79,74,83,66,74,78,70,66,68,67,68,70,70
192725,"Left","LB","6'1","172lbs",68,32,73,75,38,62,42,40,72,71,68,70,64,75,64,56,75,76,73,33,76,74,27,63,74,74,76,70
212183,"Left","LB","5'9","168lbs",73,43,59,63,46,65,65,58,67,70,80,88,85,74,82,77,88,76,61,64,75,73,59,53,63,71,72,74
200408,"Left","CB","6'1","172lbs",28,24,74,65,20,40,31,22,57,62,61,59,57,70,69,33,75,63,77,28,68,73,24,29,55,76,75,74
204760,"Left","LB","6'1","154lbs",75,49,70,71,43,73,69,61,67,72,71,72,72,71,71,63,73,74,69,59,74,72,63,65,70,74,74,72
210136,"Right","RB","6'0","161lbs",78,37,71,68,39,62,58,37,64,65,74,79,71,69,67,56,73,75,71,51,72,65,66,61,59,75,76,75
215256,"Right","RB","5'9","165lbs",71,34,52,66,32,77,57,58,68,67,88,89,76,72,66,51,85,91,68,37,83,64,35,32,68,74,71,73
198617,"Right","LCM","6'0","157lbs",64,62,49,76,59,77,66,52,64,76,80,78,85,69,78,54,59,78,50,56,46,19,64,77,76,56,28,22
206553,"Left","CB","6'0","201lbs",39,40,73,59,24,47,27,36,55,52,65,72,44,69,48,60,78,66,91,46,84,71,31,35,67,68,75,69
234457,"Right","RCM","5'9","154lbs",61,60,69,75,66,74,62,66,73,75,83,78,85,76,78,81,81,73,71,60,64,69,62,69,61,71,74,77
178393,"Left","RW","5'11","172lbs",77,68,59,75,71,77,79,74,67,80,77,77,72,65,77,72,66,32,73,77,60,41,71,68,73,35,31,24
229595,"Right","LM","5'6","141lbs",60,63,40,71,50,82,53,66,70,80,83,80,88,63,85,61,50,87,50,52,50,50,75,72,68,67,42,50
138460,"Right","LCB","6'4","194lbs",52,51,79,67,49,56,55,41,66,69,58,69,50,74,40,56,68,63,82,60,79,72,46,55,67,63,78,71
224221,"Right","RCB","6'3","198lbs",36,40,74,63,33,46,40,36,64,59,64,59,50,69,55,48,77,53,83,38,68,73,28,48,65,75,77,73
235997,"Right","CDM","5'7","141lbs",65,47,55,75,48,69,54,55,74,73,73,72,80,68,79,61,59,69,64,55,68,76,57,72,64,70,75,77
227550,"Right","RCB","6'1","201lbs",26,21,79,65,31,44,28,23,56,51,59,57,55,77,51,41,37,62,91,22,78,74,30,26,70,76,74,68
232670,"Right","LS","6'1","183lbs",50,75,77,63,63,73,45,33,46,69,68,72,65,68,61,75,81,68,87,72,72,15,73,56,69,34,19,22
193247,"Right","GK","6'2","176lbs",11,12,13,24,13,11,17,17,15,20,41,43,45,70,41,21,63,32,52,16,30,12,12,54,63,12,9,19
201953,"Left","LB","5'10","172lbs",79,68,64,76,65,76,78,73,72,76,75,71,74,71,64,76,68,79,68,77,71,71,71,79,71,68,73,69
212449,"Right","CB","6'5","207lbs",37,67,77,63,43,49,57,50,54,68,32,30,33,64,34,68,78,65,92,58,82,64,68,34,70,71,74,73
122849,"Right","ST","6'0","179lbs",61,75,71,67,71,73,57,56,49,75,75,76,73,71,61,78,78,75,76,68,47,28,71,66,74,30,43,26
231138,"Left","RS","5'9","165lbs",47,74,62,64,65,79,76,73,61,72,87,90,82,73,84,75,73,76,64,60,54,25,74,56,63,35,24,21
220131,"Right","ST","6'3","190lbs",33,78,84,58,60,60,43,32,33,74,59,57,44,70,33,75,54,65,89,58,48,19,77,58,55,30,25,29
205540,"Right","RM","5'9","179lbs",67,63,35,70,50,83,65,53,61,77,83,78,80,65,81,77,57,67,66,72,50,48,71,69,68,35,45,40
212197,"Right","GK","6'2","179lbs",7,11,10,31,7,22,13,12,26,31,42,44,39,68,33,22,70,43,69,9,25,16,7,40,28,12,16,11
226789,"Right","RM","6'0","157lbs",73,61,67,77,52,78,64,66,75,76,73,77,76,67,66,61,61,76,70,52,65,68,64,72,65,65,73,69
172517,"Right","CM","5'10","165lbs",70,65,55,76,62,75,66,69,69,78,75,73,72,71,80,78,61,90,74,70,83,63,69,71,81,65,64,64
183781,"Left","CB","6'2","187lbs",50,36,72,70,49,56,63,42,73,67,44,47,54,68,46,57,80,70,84,52,68,70,60,61,77,76,74,71
196069,"Right","RW","5'7","148lbs",76,59,63,72,57,79,65,59,68,78,82,85,79,76,80,69,71,78,70,62,59,68,71,71,69,58,66,65
199912,"Right","CAM","5'10","168lbs",72,71,50,75,64,78,75,72,70,77,76,70,82,72,81,68,72,71,52,68,39,37,69,69,61,41,24,20
234730,"Right","RB","5'9","157lbs",69,41,64,69,40,74,59,39,63,74,78,74,67,72,77,62,67,75,66,53,74,74,59,59,68,68,75,74
216811,"Right","RCB","6'5","194lbs",28,30,76,55,21,37,21,26,65,57,45,55,37,64,31,37,80,62,95,23,94,72,39,36,55,78,65,63
221931,"Left","LCM","6'1","176lbs",69,65,58,75,58,74,72,72,73,76,70,64,62,70,54,76,51,67,76,72,45,68,78,77,76,64,67,63
53739,"Right","GK","6'4","183lbs",19,17,14,43,15,11,17,19,40,34,52,46,56,69,56,24,73,39,71,19,42,26,14,50,60,12,13,19
194795,"Right","CB","5'10","172lbs",59,45,69,71,28,62,28,47,71,67,67,66,71,69,66,58,78,69,77,46,90,73,51,61,75,71,72,73
223724,"Right","RB","5'9","154lbs",74,59,55,69,59,67,65,33,62,66,84,85,75,75,75,73,66,90,69,70,84,68,66,60,72,62,71,73
208621,"Left","LM","6'0","159lbs",74,74,46,68,58,72,78,68,65,73,79,79,78,68,64,80,61,85,67,72,58,34,71,70,69,31,30,26
172013,"Left","LB","6'0","174lbs",75,45,76,75,42,67,72,38,70,74,62,63,66,75,56,59,66,67,68,68,70,77,58,59,66,64,76,80
112365,"Right","RCM","5'11","165lbs",72,52,63,78,65,70,76,71,76,75,61,52,61,72,72,57,70,72,68,72,78,67,65,75,74,76,66,68
191725,"Right","CAM","5'11","170lbs",72,65,55,74,72,72,76,77,71,76,67,67,75,73,68,78,54,72,62,74,66,54,74,73,75,45,62,50
191726,"Right","CDM","6'2","181lbs",49,31,76,72,59,68,54,44,68,69,54,55,48,67,49,69,70,81,90,67,89,72,58,70,67,69,73,70
212207,"Right","RDM","5'7","157lbs",69,70,66,72,65,74,75,74,71,75,69,69,77,69,78,71,63,67,61,76,60,42,72,76,64,23,30,32
225263,"Right","CB","6'4","196lbs",28,32,73,64,32,54,28,31,47,58,63,67,47,66,61,48,75,75,84,35,72,69,60,45,66,73,76,73
186351,"Right","CDM","6'2","198lbs",67,67,78,74,66,77,49,44,74,73,67,72,71,71,51,85,83,86,78,74,82,69,68,69,72,67,70,69
203505,"Left","LB","5'7","159lbs",67,61,68,67,45,71,67,60,63,68,83,85,82,72,85,70,92,86,74,67,64,72,68,63,64,68,74,73
20209,"Right","LCB","6'0","181lbs",41,25,72,56,35,48,25,28,47,52,50,42,62,70,64,65,92,69,77,32,91,70,56,45,75,76,77,74
186098,"Right","GK","6'2","185lbs",12,12,14,26,13,15,15,12,31,25,59,56,52,69,60,24,69,36,80,16,29,14,11,55,65,25,13,12
183795,"Right","RCB","6'1","187lbs",35,16,76,60,14,39,37,20,55,49,43,55,39,69,55,48,72,55,84,18,75,75,26,49,60,72,77,74
148212,"Right","GK","6'4","198lbs",18,13,14,31,15,16,15,14,28,19,46,28,44,65,34,19,72,24,68,11,34,24,13,35,42,12,15,12
217844,"Left","LB","6'0","168lbs",75,37,64,69,33,75,63,40,52,74,73,77,68,73,61,72,72,85,76,43,74,69,70,58,73,68,75,71
199157,"Left","LB","5'10","150lbs",80,60,64,75,56,67,58,45,63,74,71,72,66,67,69,78,73,77,74,55,82,75,63,69,66,72,73,73
232437,"Left","LB","5'10","161lbs",73,45,69,69,24,52,32,40,56,69,70,69,55,75,67,40,48,75,65,34,81,76,43,42,65,71,74,76
232693,"Right","CB","6'2","172lbs",30,36,70,63,30,57,33,25,54,62,69,73,66,73,52,53,73,68,77,37,77,73,28,30,69,73,75,73
216055,"Right","RM","5'7","150lbs",66,62,52,75,62,74,69,70,73,74,88,88,83,68,81,73,74,73,63,65,55,58,68,70,71,58,31,27
229880,"Right","RB","6'0","159lbs",64,44,60,66,43,73,47,45,52,67,86,87,83,65,71,51,60,70,67,46,63,71,62,60,61,78,76,82
184312,"Right","RW","5'10","161lbs",72,66,53,69,68,77,67,47,54,76,95,93,86,67,80,70,64,74,65,57,58,24,72,63,65,27,30,30
162297,"Left","GK","6'3","181lbs",11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,69,8,12,12
176377,"Left","LCB","6'1","187lbs",64,38,72,70,32,59,53,46,62,55,56,51,30,67,39,74,71,70,80,58,82,74,65,58,64,68,75,76
199418,"Left","RM","5'7","152lbs",73,67,53,71,62,75,73,72,66,75,77,77,79,73,85,72,53,79,52,63,62,42,69,71,70,57,44,41
212474,"Right","CAM","5'7","137lbs",78,65,49,76,53,74,74,72,77,75,74,70,77,78,74,74,60,69,39,75,66,60,67,76,68,44,58,53
213242,"Right","CM","5'11","172lbs",50,58,69,75,35,70,52,43,71,78,69,69,73,69,70,65,69,72,71,57,69,72,57,69,70,67,78,75
189946,"Right","RB","5'9","154lbs",75,40,69,75,42,72,48,44,74,74,62,45,67,75,79,58,82,80,65,41,72,76,54,64,69,76,75,75
193786,"Right","GK","6'2","176lbs",18,10,11,31,17,13,14,19,31,12,51,46,48,72,33,23,75,29,54,18,21,10,11,34,66,18,11,10
226045,"Left","LW","5'9","150lbs",71,70,60,72,49,75,70,40,65,73,79,77,75,67,71,72,69,83,73,58,50,55,72,70,66,70,69,69
230397,"Left","LCB","5'11","174lbs",62,47,74,68,51,58,49,43,71,72,66,70,55,72,61,70,67,74,73,52,78,73,41,34,64,71,77,67
200446,"Right","ST","5'7","159lbs",70,73,68,65,76,77,73,79,60,75,77,78,81,70,77,79,76,72,65,70,55,29,70,66,72,21,38,33
201982,"Right","RWB","5'10","174lbs",72,66,56,73,60,73,76,77,62,75,77,79,77,74,79,74,65,79,73,67,77,65,73,70,71,59,68,64
203774,"Left","ST","5'11","176lbs",64,72,69,67,72,75,81,79,52,74,75,77,74,71,70,85,74,67,73,65,76,26,72,67,75,22,21,19
192766,"Left","CB","5'10","159lbs",67,42,72,73,32,63,66,40,56,73,42,59,62,70,66,46,83,70,67,37,78,81,61,61,73,60,79,77
198143,"Right","CAM","5'9","150lbs",71,66,40,70,62,79,79,68,71,79,78,67,79,67,86,67,70,72,55,71,52,19,68,77,69,22,30,14
167936,"Right","LCB","6'0","174lbs",60,25,73,66,25,30,40,34,56,64,32,37,46,71,69,43,63,50,72,30,75,76,42,52,67,75,77,72
169216,"Right","RS","5'10","154lbs",70,70,74,62,68,70,54,37,49,69,79,78,68,74,72,76,94,67,68,65,80,42,75,63,68,31,27,24
188416,"Left","CB","6'0","163lbs",68,51,74,76,60,63,74,75,76,74,56,60,68,74,67,72,75,81,73,68,62,75,58,72,75,75,72,70
198145,"Right","LF","5'11","174lbs",59,72,60,63,71,77,81,59,59,80,74,74,74,78,71,69,60,64,62,72,32,20,74,65,66,45,22,27
200962,"Right","LDM","5'7","134lbs",66,62,51,75,60,76,75,73,72,77,81,77,91,75,90,65,63,72,34,61,55,63,70,74,78,61,52,47
206594,"Left","CAM","5'11","170lbs",75,66,40,70,54,79,70,64,64,74,78,82,78,64,77,74,35,68,61,71,55,30,67,72,68,63,50,42
210434,"Right","RB","6'0","159lbs",67,45,52,60,39,72,60,43,56,66,77,75,72,69,67,60,60,88,75,66,69,70,63,51,68,72,77,78
224258,"Right","CB","6'5","207lbs",55,48,74,68,41,71,58,52,66,73,62,68,50,55,58,64,52,82,88,53,75,68,52,63,75,70,74,72
177922,"Right","LM","5'11","172lbs",70,68,69,68,72,70,69,71,71,74,86,77,80,70,70,74,52,61,66,75,43,48,72,73,68,36,29,20
188931,"Right","CDM","5'9","154lbs",49,36,61,70,46,58,59,50,67,65,51,43,63,72,69,60,78,81,75,51,72,77,54,68,65,75,75,67
179972,"Right","ST","6'3","203lbs",60,77,80,71,79,66,60,64,61,72,38,38,53,69,46,78,70,54,91,71,46,26,77,70,70,28,29,18
180228,"Right","LCB","6'2","181lbs",43,39,76,66,40,50,48,41,57,54,55,53,52,66,44,63,52,53,79,49,74,74,46,41,71,75,74,71
189701,"Right","CB","6'1","174lbs",44,56,74,70,44,51,68,68,72,63,51,51,52,62,43,73,67,60,77,49,76,74,39,55,59,74,75,71
150278,"Right","GK","6'4","198lbs",13,14,12,35,19,15,12,12,33,22,35,36,37,74,35,22,50,23,66,15,26,14,8,21,42,13,13,13
201223,"Right","LCM","5'10","154lbs",64,59,60,74,50,76,54,54,68,70,78,76,78,74,79,72,79,79,78,65,80,74,72,70,67,66,77,76
203783,"Right","RB","6'1","185lbs",74,38,66,70,20,65,59,41,62,70,74,69,60,74,63,29,62,76,69,22,71,69,67,68,63,69,74,71
19975,"Left","ST","5'9","161lbs",75,76,58,74,75,72,71,75,69,75,75,72,71,63,69,76,75,75,69,75,48,43,77,66,61,23,48,46
223751,"Right","CB","6'2","168lbs",49,40,71,68,39,59,38,50,68,67,63,59,62,68,56,49,53,63,76,39,70,75,29,57,63,74,76,73
